947235400	20200918	202009	2020	2020.7068											CVL	ENGINEER						CVL			0	051	051	05	1	3.4	3	2	3	2.87639334249503	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200918	https://www.khaleejtimes.com/uae/dubai/emiratis-join-expats-in-honouring-the-greatest-indian-engineer
947235403	20200918	202009	2020	2020.7068											CVL	ENGINEER						CVL			0	070	070	07	2	7.0	4	2	4	2.87639334249503	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	25.2522	55.28	-782831	20200918	https://www.khaleejtimes.com/uae/dubai/emiratis-join-expats-in-honouring-the-greatest-indian-engineer
947235466	20200918	202009	2020	2020.7068											GOV	PRESIDENT						GOV			1	036	036	03	1	4.0	77	6	67	-2.00053218866475	0							1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20200918	https://www.nj.com/essex/2020/09/audible-hires-newark-economic-development-champ-to-help-invest-in-cities-across-the-globe.html
947235500	20200918	202009	2020	2020.7068											IND	HINDUSTAN	IND								1	040	040	04	1	1.0	3	1	3	-2.33050847457627	0							4	Hindustan, India (general), India	IN	IN00	28	76	-3414754	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20200918	https://www.msn.com/en-in/news/other/brics-nsas-discuss-anti-terror-plan/ar-BB199GPx
947235735	20200918	202009	2020	2020.7068	ARE	EMIRATI	ARE								CVL	ENGINEER						CVL			1	051	051	05	1	3.4	4	1	4	2.92792792792792	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200918	https://www.khaleejtimes.com/uae/dubai/emiratis-join-expats-in-honouring-the-greatest-indian-engineer
947236175	20200918	202009	2020	2020.7068	CVL	ENGINEER						CVL													1	051	051	05	1	3.4	15	2	15	-0.75825825825826	4	Bombay, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	0							4	Bombay, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200918	https://www.khaleejtimes.com/uae/dubai/emiratis-join-expats-in-honouring-the-greatest-indian-engineer
947236207	20200918	202009	2020	2020.7068	CVL	MIGRANT WORKER						CVL			GOV	GOVERNMENT						GOV			0	042	042	04	1	1.9	30	3	30	-1.65522357006522	4	Bihar, Bihar, India	IN	IN34	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	25.1833	85.5167	-2091797	20200918	https://www.bbc.co.uk/news/world-asia-india-54186709
947236567	20200918	202009	2020	2020.7068	GOV	PRESIDENT						GOV													1	036	036	03	1	4.0	2	2	2	2.00647123139799	1	India	IN	IN	20	77	IN	0							1	Jersey	JE	JE	49.216667	-2.116667	JE	20200918	https://www.nj.com/essex/2020/09/audible-hires-newark-economic-development-champ-to-help-invest-in-cities-across-the-globe.html
947236568	20200918	202009	2020	2020.7068	GOV	PRESIDENT						GOV													1	036	036	03	1	4.0	1	1	1	2.14669051878354	1	Japan	JA	JA	36	138	JA	0							1	India	IN	IN	20	77	IN	20200918	https://www.nj.com/essex/2020/09/audible-hires-newark-economic-development-champ-to-help-invest-in-cities-across-the-globe.html
947236649	20200918	202009	2020	2020.7068	GOV	GOVERNMENT						GOV			CVL	MIGRANT WORKER						CVL			0	043	043	04	1	2.8	30	3	30	-1.65522357006522	5	Odisha, Orissa, India	IN	IN21	20.5	84.4167	-2106554	5	Odisha, Orissa, India	IN	IN21	20.5	84.4167	-2106554	5	Odisha, Orissa, India	IN	IN21	20.5	84.4167	-2106554	20200918	https://www.bbc.co.uk/news/world-asia-india-54186709
947239471	20190919	201909	2019	2019.7096	GOV	PRIME MINISTER						GOV			USA	TEXAS	USA								1	010	010	01	1	0.0	42	11	42	7.68872037247878	4	Ahmedabad, Gujarat, India	IN	IN09	23.0333	72.6167	-2088270	4	Ahmedabad, Gujarat, India	IN	IN09	23.0333	72.6167	-2088270	4	Ahmedabad, Gujarat, India	IN	IN09	23.0333	72.6167	-2088270	20200918	https://www.texasguardian.com/news/266428359/trump-extends-wishes-to-pm-modi-on-his-70th-birthday
947239472	20190919	201909	2019	2019.7096	GOV	PRIME MINISTER						GOV			USA	UNITED STATES	USA								1	010	010	01	1	0.0	9	9	9	7.7720207253886	4	Ahmedabad, Gujarat, India	IN	IN09	23.0333	72.6167	-2088270	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20200918	https://www.texasguardian.com/news/266428359/trump-extends-wishes-to-pm-modi-on-his-70th-birthday
947239474	20190919	201909	2019	2019.7096	GOV	PRIME MINISTER						GOV			USA	UNITED STATES	USA								1	043	043	04	1	2.8	9	9	9	7.7720207253886	4	Ahmedabad, Gujarat, India	IN	IN09	23.0333	72.6167	-2088270	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20200918	https://www.texasguardian.com/news/266428359/trump-extends-wishes-to-pm-modi-on-his-70th-birthday
