946364397	20200914	202009	2020	2020.6959	GOV	PRIME MINISTER						GOV			LKA	COLOMBO	LKA								1	040	040	04	1	1.0	6	1	6	5.31914893617021	1	India	IN	IN	20	77	IN	4	Colombo, Western, Sri Lanka	CE	CE36	6.93194	79.8478	-2214877	1	India	IN	IN	20	77	IN	20200914	http://www.asiantribune.com/node/96895
946364398	20200914	202009	2020	2020.6959	GOV	PRIME MINISTER						GOV			LKA	COLOMBO	LKA								1	040	040	04	1	1.0	4	1	4	5.31914893617021	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	4	Colombo, Western, Sri Lanka	CE	CE36	6.93194	79.8478	-2214877	20200914	http://www.asiantribune.com/node/96895
946364490	20200914	202009	2020	2020.6959	HLH	MEDICO						HLH													0	070	070	07	2	7.0	8	2	8	-8.01220034447299	5	Kerala, Kerala, India	IN	IN13	10	76.5	-2100307	0							5	Kerala, Kerala, India	IN	IN13	10	76.5	-2100307	20200914	https://www.newindianexpress.com/nation/2020/sep/14/stress-self-injuries-and-suicide-india-battles-mental-health-crisis-as-covid-tally-spikes-2196432.html
946364510	20200914	202009	2020	2020.6959	IND	GUJARAT	IND																		0	012	012	01	1	-0.4	4	2	4	-8.01220034447299	5	Kerala, Kerala, India	IN	IN13	10	76.5	-2100307	0							5	Kerala, Kerala, India	IN	IN13	10	76.5	-2100307	20200914	https://www.newindianexpress.com/nation/2020/sep/14/stress-self-injuries-and-suicide-india-battles-mental-health-crisis-as-covid-tally-spikes-2196432.html
946364511	20200914	202009	2020	2020.6959	IND	GUJARAT	IND																		0	012	012	01	1	-0.4	8	2	8	-8.01220034447299	4	Lucknow, Uttar Pradesh, India	IN	IN36	26.85	80.9167	-2102835	0							4	Lucknow, Uttar Pradesh, India	IN	IN36	26.85	80.9167	-2102835	20200914	https://www.newindianexpress.com/nation/2020/sep/14/stress-self-injuries-and-suicide-india-battles-mental-health-crisis-as-covid-tally-spikes-2196432.html
946364512	20200914	202009	2020	2020.6959	IND	PATNA	IND								HLH	MEDICO						HLH			0	070	070	07	2	7.0	12	2	12	-8.01220034447299	4	Patna, Bihar, India	IN	IN34	25.6	85.1167	-2107500	4	Patna, Bihar, India	IN	IN34	25.6	85.1167	-2107500	4	Patna, Bihar, India	IN	IN34	25.6	85.1167	-2107500	20200914	https://www.newindianexpress.com/nation/2020/sep/14/stress-self-injuries-and-suicide-india-battles-mental-health-crisis-as-covid-tally-spikes-2196432.html
946364533	20200914	202009	2020	2020.6959	ISR	JERUSALEM	ISR																		1	050	050	05	1	3.5	18	9	18	-3.65477729546893	2	Iowa, United States	US	USIA	42.0046	-93.214	IA	0							1	India	IN	IN	20	77	IN	20200914	https://www.heraldbulletin.com/news/nation_world/the-latest-texas-reports-1-840-new-virus-cases-47-deaths/article_15399000-ca05-5070-9a26-7f7a78ffda68.html
946364534	20200914	202009	2020	2020.6959	ISR	JERUSALEM	ISR																		1	050	050	05	1	3.5	145	17	145	-3.65669333740941	1	India	IN	IN	20	77	IN	0							1	India	IN	IN	20	77	IN	20200914	https://www.heraldbulletin.com/news/nation_world/the-latest-texas-reports-1-840-new-virus-cases-47-deaths/article_15399000-ca05-5070-9a26-7f7a78ffda68.html
946365657	20200914	202009	2020	2020.6959											HLH	HOSPITAL						HLH			0	051	051	05	1	3.4	4	1	4	-2.26415094339622	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200914	https://indianexpress.com/article/india/raghuvansh-prasad-singh-lalus-brother-in-arms-first-mover-of-nrega-is-no-more/
946365658	20200914	202009	2020	2020.6959											HLH	HOSPITAL						HLH			0	051	051	05	1	3.4	6	1	6	-2.26415094339622	0							4	Ranchi, Jharkhand, India	IN	IN38	23.35	85.3333	-2109068	4	Ranchi, Jharkhand, India	IN	IN38	23.35	85.3333	-2109068	20200914	https://indianexpress.com/article/india/raghuvansh-prasad-singh-lalus-brother-in-arms-first-mover-of-nrega-is-no-more/
946365660	20200914	202009	2020	2020.6959											HLH	HOSPITAL						HLH			0	112	112	11	3	-2.0	4	1	4	-2.26415094339622	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200914	https://indianexpress.com/article/india/raghuvansh-prasad-singh-lalus-brother-in-arms-first-mover-of-nrega-is-no-more/
