946792761	20200916	202009	2020	2020.7014	BUS	INDUSTRY						BUS			GOV	GOVERNMENT						GOV			1	022	022	02	1	3.2	30	3	30	2.16343821147315	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	20200916	https://www.hindustantimes.com/business-news/after-saying-no-toyota-says-yes-to-expansion-plan-in-india/story-GJDZoMZDsicBzM6nfKQqAM.html
946792827	20200916	202009	2020	2020.7014	CAN	CANADIAN	CAN								GOV	GOVERNMENT						GOV			1	1721	172	17	4	-5.0	312	52	312	-5.98290598290598	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200916	https://www.prrecordgazette.com/news/canada/canadian-sikh-group-alleges-censorship-after-indian-government-asks-twitter-to-delete-its-post/wcm/80d0aad0-30e6-4e84-84a6-2ba0a51a34e7
946792828	20200916	202009	2020	2020.7014	CAN	CANADIAN	CAN								GOV	GOVERNMENT						GOV			1	1721	172	17	4	-5.0	104	52	104	-5.98290598290598	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200916	https://www.prrecordgazette.com/news/canada/canadian-sikh-group-alleges-censorship-after-indian-government-asks-twitter-to-delete-its-post/wcm/80d0aad0-30e6-4e84-84a6-2ba0a51a34e7
946792836	20200916	202009	2020	2020.7014	CAN	CANADA	CAN								SIK	SIKH				SIK					0	020	020	02	1	3.0	52	52	52	-5.98290598290598	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200916	https://www.prrecordgazette.com/news/canada/canadian-sikh-group-alleges-censorship-after-indian-government-asks-twitter-to-delete-its-post/wcm/80d0aad0-30e6-4e84-84a6-2ba0a51a34e7
946792858	20200916	202009	2020	2020.7014	CHN	CHINA	CHN																		0	023	023	02	1	3.4	27	9	27	-5.16129032258065	1	China	CH	CH	35	105	CH	0							4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	20200916	https://www.laosnews.net/news/266408978/exiled-pok-leader-hits-out-at-china-over-hong-kong-taiwan
946792874	20200916	202009	2020	2020.7014	CHN	CHINA	CHN																		0	120	120	12	3	-4.0	11	2	11	0.964271376957045	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	0							4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	20200916	https://indianexpress.com/article/india/pullback-peace-if-china-sticks-to-jaishankar-wang-pact-govt-in-lok-sabha-6597645/
946792877	20200916	202009	2020	2020.7014	CHN	CHINA	CHN																		1	130	130	13	3	-4.4	10	1	10	-7.63239875389408	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200916	https://www.newdelhitimes.com/us-issues-sweeping-new-travel-warning-for-china-hong-kong/
946792903	20200916	202009	2020	2020.7014	CHN	CHINA	CHN								GOVMIL	NATIONAL SECURITY ADVISOR						GOV	MIL		0	046	046	04	1	7.0	6	1	6	-2.05223880597015	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20200916	https://indianexpress.com/article/india/pakistan-nsa-displays-map-with-jk-doval-leaves-sco-meet-in-protest-6597669/
946792905	20200916	202009	2020	2020.7014	CHN	CHINA	CHN								GOVMIL	NATIONAL SECURITY ADVISOR						GOV	MIL		0	120	120	12	3	-4.0	1	1	1	-2.05223880597015	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Sir Creek, Pakistan (general), Pakistan	PK	PK00	23.6167	68.1	-2111511	20200916	https://indianexpress.com/article/india/pakistan-nsa-displays-map-with-jk-doval-leaves-sco-meet-in-protest-6597669/
946792911	20200916	202009	2020	2020.7014	CHN	CHINA	CHN								IND	NEW DELHI	IND								1	160	160	16	4	-4.0	3	1	3	-7.63239875389408	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20200916	https://www.newdelhitimes.com/us-issues-sweeping-new-travel-warning-for-china-hong-kong/
946792924	20200916	202009	2020	2020.7014	CHN	CHINA	CHN								MED	NEWSPAPER						MED			1	160	160	16	4	-4.0	4	1	4	-7.63239875389408	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Beijing, Beijing, China	CH	CH22	39.9289	116.388	-1898541	20200916	https://www.newdelhitimes.com/us-issues-sweeping-new-travel-warning-for-china-hong-kong/
946792931	20200916	202009	2020	2020.7014	CHN	CHINA	CHN								PAK	PAKISTAN	PAK								0	120	120	12	3	-4.0	2	1	2	-2.05223880597015	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Sir Creek, Pakistan (general), Pakistan	PK	PK00	23.6167	68.1	-2111511	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200916	https://indianexpress.com/article/india/pakistan-nsa-displays-map-with-jk-doval-leaves-sco-meet-in-protest-6597669/
946792990	20200916	202009	2020	2020.7014	COP	POLICE						COP													1	040	040	04	1	1.0	4	1	4	-4.24528301886792	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200916	https://indianexpress.com/article/cities/delhi/before-uapa-arrest-hurried-goodbyes-at-umar-khalid-home-6597635/
946793004	20200916	202009	2020	2020.7014	COP	POLICE OFFICER						COP													1	112	112	11	3	-2.0	101	16	93	-7.99699285290424	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200916	https://indianexpress.com/article/cities/delhi/guided-by-facts-not-personalities-police-chief-on-riots-probe-6597628/
946793040	20200916	202009	2020	2020.7014	COP	POLICE						COP			IND	AMRITSAR	IND								1	042	042	04	1	1.9	54	53	54	-5.90713197887301	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	4	Amritsar, Punjab, India	IN	IN23	31.6331	74.8656	-2088794	4	Golden Temple, Punjab, India	IN	IN23	31.6	74.8667	-2096500	20200916	https://www.prrecordgazette.com/news/canada/canadian-sikh-group-alleges-censorship-after-indian-government-asks-twitter-to-delete-its-post/wcm/80d0aad0-30e6-4e84-84a6-2ba0a51a34e7
946793041	20200916	202009	2020	2020.7014	COP	POLICE						COP			IND	AMRITSAR	IND								1	042	042	04	1	1.9	54	53	54	-5.90713197887301	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	4	Golden Temple, Punjab, India	IN	IN23	31.6	74.8667	-2096500	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20200916	https://www.prrecordgazette.com/news/canada/canadian-sikh-group-alleges-censorship-after-indian-government-asks-twitter-to-delete-its-post/wcm/80d0aad0-30e6-4e84-84a6-2ba0a51a34e7
946793042	20200916	202009	2020	2020.7014	COP	POLICE						COP			IND	AMRITSAR	IND								1	051	051	05	1	3.4	54	53	54	-5.90713197887301	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	4	Amritsar, Punjab, India	IN	IN23	31.6331	74.8656	-2088794	4	Golden Temple, Punjab, India	IN	IN23	31.6	74.8667	-2096500	20200916	https://www.prrecordgazette.com/news/canada/canadian-sikh-group-alleges-censorship-after-indian-government-asks-twitter-to-delete-its-post/wcm/80d0aad0-30e6-4e84-84a6-2ba0a51a34e7
946793043	20200916	202009	2020	2020.7014	COP	POLICE						COP			IND	AMRITSAR	IND								0	051	051	05	1	3.4	52	52	52	-5.98290598290598	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	4	Golden Temple, Punjab, India	IN	IN23	31.6	74.8667	-2096500	4	Ottawa, Ontario, Canada	CA	CA08	45.4167	-75.7	-570760	20200916	https://www.prrecordgazette.com/news/canada/canadian-sikh-group-alleges-censorship-after-indian-government-asks-twitter-to-delete-its-post/wcm/80d0aad0-30e6-4e84-84a6-2ba0a51a34e7
946793044	20200916	202009	2020	2020.7014	COP	POLICE						COP			IND	DELHI	IND								1	112	112	11	3	-2.0	14	5	14	-7.96522917958137	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200916	https://indianexpress.com/article/cities/delhi/woman-accused-of-defaming-gods-police-say-no-case-made-out-6597638/
946793045	20200916	202009	2020	2020.7014	COP	POLICE						COP			IND	DELHI	IND								1	173	173	17	4	-5.0	36	11	36	-6.6435735633862	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200916	https://indianexpress.com/article/cities/delhi/guided-by-facts-not-personalities-police-chief-on-riots-probe-6597628/
946793048	20200916	202009	2020	2020.7014	COP	POLICE						COP			MED	JOURNALIST						MED			0	180	180	18	4	-9.0	30	3	30	-5.59923321443304	4	Jammu, Jammu and Kashmir, India	IN	IN12	32.7333	74.8667	-2098228	4	Jammu, Jammu and Kashmir, India	IN	IN12	32.7333	74.8667	-2098228	4	Jammu, Jammu and Kashmir, India	IN	IN12	32.7333	74.8667	-2098228	20200916	https://kashmirreader.com/2020/09/16/keg-condemns-says-it-has-become-a-routine/
946793177	20200916	202009	2020	2020.7014	CVL	ENGINEER						CVL			IND	SRINAGAR	IND								1	042	042	04	1	1.9	10	1	10	1.23456790123457	5	Uttarakhand, Uttaranchal, India	IN	IN39	30.25	79.25	6240779	5	Uttarakhand, Uttaranchal, India	IN	IN39	30.25	79.25	6240779	5	Uttarakhand, Uttaranchal, India	IN	IN39	30.25	79.25	6240779	20200916	https://kashmirreader.com/2020/09/16/function-held-in-srinagar/
946793563	20200916	202009	2020	2020.7014	GOV	GOVERNMENT						GOV													0	020	020	02	1	3.0	10	1	10	-4.00582665695557	4	Aligarh, Uttar Pradesh, India	IN	IN36	27.45	83.1333	-2088486	0							4	Aligarh, Uttar Pradesh, India	IN	IN36	27.45	83.1333	-2088486	20200916	https://kashmirreader.com/2020/09/16/the-agrarian-crisis-in-kashmir/
946793564	20200916	202009	2020	2020.7014	GOV	BUREAUCRAT						GOV													1	020	020	02	1	3.0	6	2	6	-1.73056819914194	5	Kashmir, Jammu and Kashmir, India	IN	IN12	33.9167	76.6667	-2098229	0							5	Kashmir, Jammu and Kashmir, India	IN	IN12	33.9167	76.6667	-2098229	20200916	https://indianexpress.com/article/express-exclusive/china-surveillance-key-pmo-officers-state-chief-secys-dgps-among-370-plus-officials-tracked-6597686/
946793570	20200916	202009	2020	2020.7014	GOV	CHIEF EXECUTIVE						GOV													1	026	026	02	1	4.0	12	1	7	-1.51515151515151	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200916	https://indianexpress.com/article/cities/mumbai/maharashtra-mhada-to-revamp-transit-camps-6597653/
946793583	20200916	202009	2020	2020.7014	GOV	GOVERNMENT						GOV													0	042	042	04	1	1.9	8	1	8	-4.00582665695557	5	Kashmir, Jammu and Kashmir, India	IN	IN12	33.9167	76.6667	-2098229	0							5	Kashmir, Jammu and Kashmir, India	IN	IN12	33.9167	76.6667	-2098229	20200916	https://kashmirreader.com/2020/09/16/the-agrarian-crisis-in-kashmir/
946793620	20200916	202009	2020	2020.7014	GOV	GOVERNMENT						GOV													0	120	120	12	3	-4.0	10	1	10	-1.94300518134715	4	Bombay, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	0							4	Bombay, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200916	https://indianexpress.com/article/cities/mumbai/over-20-decline-in-isolation-icu-beds-in-mumbai-over-last-month-6597657/
946793621	20200916	202009	2020	2020.7014	GOV	GOVERNMENT						GOV													0	120	120	12	3	-4.0	10	1	10	-4.00582665695557	5	Kashmir, Jammu and Kashmir, India	IN	IN12	33.9167	76.6667	-2098229	0							5	Kashmir, Jammu and Kashmir, India	IN	IN12	33.9167	76.6667	-2098229	20200916	https://kashmirreader.com/2020/09/16/the-agrarian-crisis-in-kashmir/
946793671	20200916	202009	2020	2020.7014	GOV	GOVERNMENT						GOV			BUS	INDUSTRY						BUS			0	030	030	03	1	4.0	15	3	15	2.16343821147315	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	20200916	https://www.hindustantimes.com/business-news/after-saying-no-toyota-says-yes-to-expansion-plan-in-india/story-GJDZoMZDsicBzM6nfKQqAM.html
946793684	20200916	202009	2020	2020.7014	GOV	BUREAUCRAT						GOV			CHN	CHINA	CHN								1	020	020	02	1	3.0	2	2	2	-1.73056819914194	5	Kashmir, Jammu and Kashmir, India	IN	IN12	33.9167	76.6667	-2098229	4	Guangdong, Jilin, China	CH	CH05	42.7683	129.336	10884162	4	Guangdong, Jilin, China	CH	CH05	42.7683	129.336	10884162	20200916	https://indianexpress.com/article/express-exclusive/china-surveillance-key-pmo-officers-state-chief-secys-dgps-among-370-plus-officials-tracked-6597686/
946793685	20200916	202009	2020	2020.7014	GOV	BUREAUCRAT						GOV			CHN	CHINA	CHN								1	020	020	02	1	3.0	2	2	2	-1.73056819914194	5	Kerala, Kerala, India	IN	IN13	10	76.5	-2100307	4	Guangdong, Jilin, China	CH	CH05	42.7683	129.336	10884162	4	Guangdong, Jilin, China	CH	CH05	42.7683	129.336	10884162	20200916	https://indianexpress.com/article/express-exclusive/china-surveillance-key-pmo-officers-state-chief-secys-dgps-among-370-plus-officials-tracked-6597686/
946793687	20200916	202009	2020	2020.7014	GOV	EXTERNAL AFFAIRS MINIST						GOV			CHN	CHINA	CHN								0	030	030	03	1	4.0	2	1	2	-0.97560975609756	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20200916	https://kashmirreader.com/2020/09/16/indo-china-border-stand-off-situation-at-friction-points-in-eastern-ladakh-still-tense/
946793689	20200916	202009	2020	2020.7014	GOV	GOVERNMENT						GOV			COP	POLICE						COP			1	010	010	01	1	0.0	5	1	5	-0.45558086560365	4	Amaravati, Tamil Nadu, India	IN	IN25	10.0167	78.7833	-2088586	4	Amaravati, Tamil Nadu, India	IN	IN25	10.0167	78.7833	-2088586	4	Amaravati, Tamil Nadu, India	IN	IN25	10.0167	78.7833	-2088586	20200916	https://indianexpress.com/article/india/andhra-hc-gags-media-on-govt-fir-over-land-purchase-6597675/
946793715	20200916	202009	2020	2020.7014	GOV	GOVERNMENT						GOV			IND	JAMMU AND KASHMIR	IND								0	043	043	04	1	2.8	2	1	2	-4.00582665695557	5	Kashmir, Jammu and Kashmir, India	IN	IN12	33.9167	76.6667	-2098229	4	Jammu, Jammu and Kashmir, India	IN	IN12	32.7333	74.8667	-2098228	5	Kashmir, Jammu and Kashmir, India	IN	IN12	33.9167	76.6667	-2098229	20200916	https://kashmirreader.com/2020/09/16/the-agrarian-crisis-in-kashmir/
946793769	20200916	202009	2020	2020.7014	GOV	MINISTRY						GOV			RUS	RUSSIA	RUS								1	043	043	04	1	2.8	6	1	6	-4.09556313993174	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200916	https://www.europesun.com/news/266406986/india-walks-out-of-sco-meet-of-nsa
946793771	20200916	202009	2020	2020.7014	GOV	PRIME MINISTER						GOV			SIK	SIKH				SIK					0	186	186	18	4	-10.0	520	52	520	-5.98290598290598	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200916	https://www.prrecordgazette.com/news/canada/canadian-sikh-group-alleges-censorship-after-indian-government-asks-twitter-to-delete-its-post/wcm/80d0aad0-30e6-4e84-84a6-2ba0a51a34e7
946793874	20200916	202009	2020	2020.7014	GOVMIL	NATIONAL SECURITY ADVISOR						GOV	MIL		CHN	CHINA	CHN								0	046	046	04	1	7.0	6	1	6	-2.05223880597015	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20200916	https://indianexpress.com/article/india/pakistan-nsa-displays-map-with-jk-doval-leaves-sco-meet-in-protest-6597669/
946793876	20200916	202009	2020	2020.7014	GOVMIL	NATIONAL SECURITY ADVISOR						GOV	MIL		IGOCAS	SHANGHAI COOPERATION ORGANIZATION	CAS					IGO			0	046	046	04	1	7.0	2	1	2	-2.05223880597015	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20200916	https://indianexpress.com/article/india/pakistan-nsa-displays-map-with-jk-doval-leaves-sco-meet-in-protest-6597669/
946793878	20200916	202009	2020	2020.7014	GOVMIL	NATIONAL SECURITY ADVISOR						GOV	MIL		PAK	PAKISTAN	PAK								1	014	014	01	1	0.0	3	1	3	-2.05223880597015	1	Russia	RS	RS	60	100	RS	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200916	https://indianexpress.com/article/india/pakistan-nsa-displays-map-with-jk-doval-leaves-sco-meet-in-protest-6597669/
946793903	20200916	202009	2020	2020.7014	HIN	HINDU				HIN					LEG	CONGRESS						LEG			0	051	051	05	1	3.4	260	52	260	-5.98290598290598	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200916	https://www.prrecordgazette.com/news/canada/canadian-sikh-group-alleges-censorship-after-indian-government-asks-twitter-to-delete-its-post/wcm/80d0aad0-30e6-4e84-84a6-2ba0a51a34e7
946793904	20200916	202009	2020	2020.7014	HIN	HINDU				HIN					SIK	SIKH				SIK					0	190	190	19	4	-10.0	260	52	260	-5.98290598290598	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200916	https://www.prrecordgazette.com/news/canada/canadian-sikh-group-alleges-censorship-after-indian-government-asks-twitter-to-delete-its-post/wcm/80d0aad0-30e6-4e84-84a6-2ba0a51a34e7
946793922	20200916	202009	2020	2020.7014	HLH	DOCTOR						HLH													0	040	040	04	1	1.0	12	1	8	-1.94300518134715	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200916	https://indianexpress.com/article/cities/mumbai/over-20-decline-in-isolation-icu-beds-in-mumbai-over-last-month-6597657/
946793923	20200916	202009	2020	2020.7014	HLH	DOCTOR						HLH													0	040	040	04	1	1.0	2	1	2	-1.94300518134715	4	Jogeshwari, Maharashtra, India	IN	IN16	19.8167	75.2	-2098697	0							4	Jogeshwari, Maharashtra, India	IN	IN16	19.8167	75.2	-2098697	20200916	https://indianexpress.com/article/cities/mumbai/over-20-decline-in-isolation-icu-beds-in-mumbai-over-last-month-6597657/
946793927	20200916	202009	2020	2020.7014	HLH	HOSPITAL						HLH													1	043	043	04	1	2.8	20	2	20	-11.5824392998306	4	Kolkata, West Bengal, India	IN	IN28	22.5697	88.3697	-2092511	0							4	Kolkata, West Bengal, India	IN	IN28	22.5697	88.3697	-2092511	20200916	https://www.thehindu.com/news/cities/kolkata/charges-framed-against-actor-vikram-chatterjee-in-model-sonika-death-case/article32615874.ece
946793962	20200916	202009	2020	2020.7014	IGOCAS	SHANGHAI COOPERATION ORGANIZATION	CAS					IGO			GOVMIL	NATIONAL SECURITY ADVISOR						GOV	MIL		0	046	046	04	1	7.0	2	1	2	-2.05223880597015	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20200916	https://indianexpress.com/article/india/pakistan-nsa-displays-map-with-jk-doval-leaves-sco-meet-in-protest-6597669/
946793984	20200916	202009	2020	2020.7014	IND	DELHI	IND																		1	010	010	01	1	0.0	23	7	22	-4.68731700779232	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200916	https://indianexpress.com/article/cities/delhi/before-uapa-arrest-hurried-goodbyes-at-umar-khalid-home-6597635/
946793985	20200916	202009	2020	2020.7014	IND	MUMBAI	IND																		1	026	026	02	1	4.0	2	1	2	-1.51515151515151	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200916	https://indianexpress.com/article/cities/mumbai/maharashtra-mhada-to-revamp-transit-camps-6597653/
946793986	20200916	202009	2020	2020.7014	IND	KOLKATA	IND																		1	043	043	04	1	2.8	109	23	106	-0.703654511970005	4	Kolkata, West Bengal, India	IN	IN28	22.5697	88.3697	-2092511	0							4	Kolkata, West Bengal, India	IN	IN28	22.5697	88.3697	-2092511	20200916	https://www.thehindu.com/news/cities/kolkata/charges-framed-against-actor-vikram-chatterjee-in-model-sonika-death-case/article32615874.ece
946793987	20200916	202009	2020	2020.7014	IND	KERALA	IND																		1	090	090	09	2	-2.0	4	2	4	-1.73056819914194	5	Kerala, Kerala, India	IN	IN13	10	76.5	-2100307	0							5	Kashmir, Jammu and Kashmir, India	IN	IN12	33.9167	76.6667	-2098229	20200916	https://indianexpress.com/article/express-exclusive/china-surveillance-key-pmo-officers-state-chief-secys-dgps-among-370-plus-officials-tracked-6597686/
