947576813	20200821	202008	2020	2020.6329	IND	BHOPAL	IND																		1	090	090	09	2	-2.0	2	1	2	-5.15463917525773	4	Rajkot, Gujarat, India	IN	IN09	22.3	70.7833	-2108747	0							4	Rajkot, Gujarat, India	IN	IN09	22.3	70.7833	-2108747	20200920	https://timesofindia.indiatimes.com/city/rajkot/covid-19-study-begins-amid-cadaver-scarcity/articleshow/78209621.cms
947576814	20200821	202008	2020	2020.6329	INDHLH	GUJARAT	IND					HLH													1	090	090	09	2	-2.0	3	1	3	-5.15463917525773	4	Rajkot, Gujarat, India	IN	IN09	22.3	70.7833	-2108747	0							4	Rajkot, Gujarat, India	IN	IN09	22.3	70.7833	-2108747	20200920	https://timesofindia.indiatimes.com/city/rajkot/covid-19-study-begins-amid-cadaver-scarcity/articleshow/78209621.cms
947576868	20200920	202009	2020	2020.7123											COP	POLICE						COP			1	173	173	17	4	-5.0	22	4	22	-3.81805418501144	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200920	https://indianexpress.com/article/cities/delhi/in-car-theft-racket-links-to-manipur-and-2-fake-nia-men-6602978/
947576919	20200920	202009	2020	2020.7123											GOV	GOVERNMENT						GOV			1	036	036	03	1	4.0	10	1	6	0.37593984962406	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200920	https://indianexpress.com/article/cities/delhi/du-college-govt-engaged-in-blame-game-not-paying-staff-6602980/
947576925	20200920	202009	2020	2020.7123											GOV	MINIST						GOV			1	043	043	04	1	2.8	10	1	10	-3.96825396825397	0							1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20200920	https://timesofindia.indiatimes.com/india/govt-opposition-agree-to-cut-short-parliament-session-as-covid-19-spreads/articleshow/78212194.cms
947576933	20200920	202009	2020	2020.7123											IND	NEW DELHI	IND								1	036	036	03	1	4.0	7	1	5	0.37593984962406	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200920	https://indianexpress.com/article/cities/delhi/du-college-govt-engaged-in-blame-game-not-paying-staff-6602980/
947576934	20200920	202009	2020	2020.7123											INDGOV	DELHI	IND					GOV			1	036	036	03	1	4.0	3	1	2	0.37593984962406	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200920	https://indianexpress.com/article/cities/delhi/du-college-govt-engaged-in-blame-game-not-paying-staff-6602980/
947577239	20200920	202009	2020	2020.7123	CHN	CHINESE	CHN																		1	090	090	09	2	-2.0	6	1	6	-1.4945652173913	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200920	https://timesofindia.indiatimes.com/india/chinese-among-3-arrested-for-spying/articleshow/78212365.cms
947577248	20200920	202009	2020	2020.7123	CHN	CHINA	CHN								GOV	GOVERNMENT						GOV			1	012	012	01	1	-0.4	10	1	10	-1.98092443140132	1	China	CH	CH	35	105	CH	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20200920	https://timesofindia.indiatimes.com/blogs/toi-edit-page/five-winners-of-the-post-pandemic-global-economy-and-a-dark-horse/
947577285	20200920	202009	2020	2020.7123	COP	POLICE						COP													1	073	073	07	2	7.4	10	1	10	-4.74516695957821	4	Rajkot, Gujarat, India	IN	IN09	22.3	70.7833	-2108747	0							4	Rajkot, Gujarat, India	IN	IN09	22.3	70.7833	-2108747	20200920	https://timesofindia.indiatimes.com/city/rajkot/woman-buys-son-to-grab-portion-of-former-husbands-property/articleshow/78209743.cms
947577296	20200920	202009	2020	2020.7123	COP	POLICE						COP													0	190	190	19	4	-10.0	2	1	2	-4.74516695957821	4	Khambhaliya, Gujarat, India	IN	IN09	22.2072	69.6683	-2100470	0							4	Khambhaliya, Gujarat, India	IN	IN09	22.2072	69.6683	-2100470	20200920	https://timesofindia.indiatimes.com/city/rajkot/woman-buys-son-to-grab-portion-of-former-husbands-property/articleshow/78209743.cms
947577297	20200920	202009	2020	2020.7123	COP	POLICE						COP													0	190	190	19	4	-10.0	8	1	8	-4.74516695957821	4	Rajkot, Gujarat, India	IN	IN09	22.3	70.7833	-2108747	0							4	Rajkot, Gujarat, India	IN	IN09	22.3	70.7833	-2108747	20200920	https://timesofindia.indiatimes.com/city/rajkot/woman-buys-son-to-grab-portion-of-former-husbands-property/articleshow/78209743.cms
947577305	20200920	202009	2020	2020.7123	COP	POLICE						COP			CHN	CHINA	CHN								1	173	173	17	4	-5.0	1	1	1	-1.4945652173913	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Qing Shi, Sichuan, China	CH	CH32	31.1086	105.794	6021883	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200920	https://timesofindia.indiatimes.com/india/chinese-among-3-arrested-for-spying/articleshow/78212365.cms
947577306	20200920	202009	2020	2020.7123	COP	POLICE						COP			CHN	CHINA	CHN								1	173	173	17	4	-5.0	1	1	1	-1.4945652173913	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Qing Shi, Sichuan, China	CH	CH32	31.1086	105.794	6021883	4	Qing Shi, Sichuan, China	CH	CH32	31.1086	105.794	6021883	20200920	https://timesofindia.indiatimes.com/india/chinese-among-3-arrested-for-spying/articleshow/78212365.cms
947577307	20200920	202009	2020	2020.7123	COP	PRISON						COP			CVL	VILLAGE						CVL			1	190	190	19	4	-10.0	4	1	4	-11.6504854368932	4	Rajkot, Gujarat, India	IN	IN09	22.3	70.7833	-2108747	4	Lalpur, Rajasthan, India	IN	IN24	29.4122	73.2792	-2102512	4	Lalpur, Rajasthan, India	IN	IN24	29.4122	73.2792	-2102512	20200920	https://timesofindia.indiatimes.com/city/rajkot/murder-convict-on-run-held-for-killing-6-yr-old-girl/articleshow/78210055.cms
947577313	20200920	202009	2020	2020.7123	COP	PRISON						COP			IND	RAJKOT	IND								1	173	173	17	4	-5.0	2	1	2	-11.6504854368932	4	Udaipur, Orissa, India	IN	IN21	20.6167	83.7167	-2113633	4	Udaipur, Orissa, India	IN	IN21	20.6167	83.7167	-2113633	4	Udaipur, Orissa, India	IN	IN21	20.6167	83.7167	-2113633	20200920	https://timesofindia.indiatimes.com/city/rajkot/murder-convict-on-run-held-for-killing-6-yr-old-girl/articleshow/78210055.cms
947577354	20200920	202009	2020	2020.7123	CVL	VILLAGE						CVL													1	173	173	17	4	-5.0	2	1	2	-11.6504854368932	4	Jamnagar, Gujarat, India	IN	IN09	22.4667	70.0667	-2098232	0							4	Lalpur, Rajasthan, India	IN	IN24	29.4122	73.2792	-2102512	20200920	https://timesofindia.indiatimes.com/city/rajkot/murder-convict-on-run-held-for-killing-6-yr-old-girl/articleshow/78210055.cms
947577355	20200920	202009	2020	2020.7123	CVL	VILLAGE						CVL													1	173	173	17	4	-5.0	8	1	8	-11.6504854368932	4	Lalpur, Rajasthan, India	IN	IN24	29.4122	73.2792	-2102512	0							4	Jamnagar, Gujarat, India	IN	IN09	22.4667	70.0667	-2098232	20200920	https://timesofindia.indiatimes.com/city/rajkot/murder-convict-on-run-held-for-killing-6-yr-old-girl/articleshow/78210055.cms
947577356	20200920	202009	2020	2020.7123	CVL	VILLAGE						CVL													1	190	190	19	4	-10.0	2	1	2	-11.6504854368932	4	Jamnagar, Gujarat, India	IN	IN09	22.4667	70.0667	-2098232	0							4	Lalpur, Rajasthan, India	IN	IN24	29.4122	73.2792	-2102512	20200920	https://timesofindia.indiatimes.com/city/rajkot/murder-convict-on-run-held-for-killing-6-yr-old-girl/articleshow/78210055.cms
947577357	20200920	202009	2020	2020.7123	CVL	VILLAGE						CVL													1	190	190	19	4	-10.0	8	1	8	-11.6504854368932	4	Lalpur, Rajasthan, India	IN	IN24	29.4122	73.2792	-2102512	0							4	Jamnagar, Gujarat, India	IN	IN09	22.4667	70.0667	-2098232	20200920	https://timesofindia.indiatimes.com/city/rajkot/murder-convict-on-run-held-for-killing-6-yr-old-girl/articleshow/78210055.cms
