948988142	20200928	202009	2020	2020.7342	HLH	HOSPITAL						HLH													0	020	020	02	1	3.0	2	1	2	-4.54320987654321	4	Mutha River, India (general), India	IN	IN00	18.5333	73.85	-2105216	0							4	Mutha River, India (general), India	IN	IN00	18.5333	73.85	-2105216	20200928	https://www.washingtonpost.com/graphics/2020/world/coronavirus-deaths-1-million/
948988189	20200928	202009	2020	2020.7342	IND	MUMBAI	IND																		1	042	042	04	1	1.9	50	16	50	-2.27436582323226	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200928	http://www.saharasamay.com/nation-news/676626723/ex-bihar-police-chief-gupteshwar-pandey-joins-jd-u.html
948988190	20200928	202009	2020	2020.7342	IND	MUMBAI	IND																		1	042	042	04	1	1.9	2	1	2	-0.90361445783133	4	Patna, Bihar, India	IN	IN34	25.6	85.1167	-2107500	0							4	Patna, Bihar, India	IN	IN34	25.6	85.1167	-2107500	20200928	http://www.saharasamay.com/nation-news/676626723/ex-bihar-police-chief-gupteshwar-pandey-joins-jd-u.html
948988191	20200928	202009	2020	2020.7342	IND	NEW DELHI	IND																		0	070	070	07	2	7.0	4	1	4	-4.54320987654321	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200928	https://www.washingtonpost.com/graphics/2020/world/coronavirus-deaths-1-million/
948988192	20200928	202009	2020	2020.7342	IND	NEW DELHI	IND								NGOUSAJEW	AMIT	USA			JEW		NGO			1	040	040	04	1	1.0	2	1	2	0	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200928	http://www.saharasamay.com/nation-news/676626727/manohar-lal-khattar-meets-amit-shah-discusses-farm-bills-among-o.html
948988193	20200928	202009	2020	2020.7342	IND	NEW DELHI	IND								NGOUSAJEW	AMIT	USA			JEW		NGO			1	046	046	04	1	7.0	2	1	2	0	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200928	http://www.saharasamay.com/nation-news/676626727/manohar-lal-khattar-meets-amit-shah-discusses-farm-bills-among-o.html
948988194	20200928	202009	2020	2020.7342	INDGOV	NITISH KUMAR	IND					GOV													1	051	051	05	1	3.4	27	5	27	-0.481403712675955	4	Bihar, Bihar, India	IN	IN34	25.1833	85.5167	-2091797	0							4	Bihar, Bihar, India	IN	IN34	25.1833	85.5167	-2091797	20200928	http://www.saharasamay.com/nation-news/676626723/ex-bihar-police-chief-gupteshwar-pandey-joins-jd-u.html
948988195	20200928	202009	2020	2020.7342	INDGOV	NITISH KUMAR	IND					GOV													1	051	051	05	1	3.4	6	1	6	-0.90361445783133	4	Shiv, Rajasthan, India	IN	IN24	26.1833	71.25	-2111141	0							4	Shiv, Rajasthan, India	IN	IN24	26.1833	71.25	-2111141	20200928	http://www.saharasamay.com/nation-news/676626723/ex-bihar-police-chief-gupteshwar-pandey-joins-jd-u.html
948988250	20200928	202009	2020	2020.7342	ITA	ITALY	ITA																		0	070	070	07	2	7.0	2	1	2	-4.54320987654321	4	Rome, Lazio, Italy	IT	IT07	41.9	12.4833	-126693	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200928	https://www.washingtonpost.com/graphics/2020/world/coronavirus-deaths-1-million/
948988459	20200928	202009	2020	2020.7342	MNCKOR	SAMSUNG	KOR					MNC													1	036	036	03	1	4.0	15	2	15	0.86221566736627	1	India	IN	IN	20	77	IN	0							1	India	IN	IN	20	77	IN	20200928	https://www.gsmarena.com/week_39_in_review_galaxy_s20_fe_is_official_pixel_5_fully_detailed-news-45489.php
948988481	20200928	202009	2020	2020.7342	NGOUSAJEW	AMIT	USA			JEW		NGO													1	040	040	04	1	1.0	63	4	44	-0.269660894660893	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200928	http://www.saharasamay.com/nation-news/676626727/manohar-lal-khattar-meets-amit-shah-discusses-farm-bills-among-o.html
948988482	20200928	202009	2020	2020.7342	NGOUSAJEW	AMIT	USA			JEW		NGO													1	040	040	04	1	1.0	3	1	3	0	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	0							4	Haryana, Haryana, India	IN	IN10	29.6161	76.9806	6210381	20200928	http://www.saharasamay.com/nation-news/676626727/manohar-lal-khattar-meets-amit-shah-discusses-farm-bills-among-o.html
948988483	20200928	202009	2020	2020.7342	NGOUSAJEW	AMIT	USA			JEW		NGO													1	046	046	04	1	7.0	74	4	50	-0.647804576376003	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200928	http://www.saharasamay.com/nation-news/676626727/manohar-lal-khattar-meets-amit-shah-discusses-farm-bills-among-o.html
948988484	20200928	202009	2020	2020.7342	NGOUSAJEW	AMIT	USA			JEW		NGO													1	046	046	04	1	7.0	6	1	6	0	4	Nadda, Uttaranchal, India	IN	IN39	29.8675	78.5822	6241460	0							4	Nadda, Uttaranchal, India	IN	IN39	29.8675	78.5822	6241460	20200928	http://www.saharasamay.com/nation-news/676626727/manohar-lal-khattar-meets-amit-shah-discusses-farm-bills-among-o.html
948988485	20200928	202009	2020	2020.7342	NGOUSAJEW	AMIT	USA			JEW		NGO			IND	NEW DELHI	IND								1	040	040	04	1	1.0	2	1	2	0	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200928	http://www.saharasamay.com/nation-news/676626727/manohar-lal-khattar-meets-amit-shah-discusses-farm-bills-among-o.html
948988486	20200928	202009	2020	2020.7342	NGOUSAJEW	AMIT	USA			JEW		NGO			IND	NEW DELHI	IND								1	046	046	04	1	7.0	2	1	2	0	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200928	http://www.saharasamay.com/nation-news/676626727/manohar-lal-khattar-meets-amit-shah-discusses-farm-bills-among-o.html
948988532	20200928	202009	2020	2020.7342	OPP	PROTESTER						OPP													0	193	193	19	4	-10.0	19	3	19	-6.49642204621517	4	Jammu, Jammu and Kashmir, India	IN	IN12	32.7333	74.8667	-2098228	0							4	Jammu, Jammu and Kashmir, India	IN	IN12	32.7333	74.8667	-2098228	20200928	https://www.theglobeandmail.com/world/article-at-un-india-vows-to-help-produce-virus-vaccine-for-world-2/
948988541	20200928	202009	2020	2020.7342	PAK	PAKISTAN	PAK																		0	120	120	12	3	-4.0	2	1	2	-6.3437139561707	4	Jammu, Jammu and Kashmir, India	IN	IN12	32.7333	74.8667	-2098228	0							4	Jammu, Jammu and Kashmir, India	IN	IN12	32.7333	74.8667	-2098228	20200928	https://www.theglobeandmail.com/world/article-at-un-india-vows-to-help-produce-virus-vaccine-for-world-2/
948988542	20200928	202009	2020	2020.7342	PAK	PAKISTAN	PAK																		0	120	120	12	3	-4.0	2	1	2	-6.3437139561707	4	Jammu, Jammu and Kashmir, India	IN	IN12	32.7333	74.8667	-2098228	0							1	Pakistan	PK	PK	30	70	PK	20200928	https://www.theglobeandmail.com/world/article-at-un-india-vows-to-help-produce-virus-vaccine-for-world-2/
948989178	20200928	202009	2020	2020.7342											CRM	DEALER						CRM			1	036	036	03	1	4.0	10	1	10	0	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200928	https://www.hindustantimes.com/delhi-news/4-days-14-000-applications-demand-for-hsrps-hots-up/story-wE8D2orI7mvFND8oP8DmwM.html
948989368	20200928	202009	2020	2020.7342	AGR	FARMER						AGR													1	051	051	05	1	3.4	27	5	27	-3.20530064393549	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200928	http://www.visionmp.com/national/prez-gives-nod-to-3-contentious-farm-bills/
948989371	20200928	202009	2020	2020.7342	AGR	FARMER						AGR			BUS	COMPANIES						BUS			1	051	051	05	1	3.4	25	4	25	-3.49821601779817	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200928	http://www.visionmp.com/national/prez-gives-nod-to-3-contentious-farm-bills/
948989372	20200928	202009	2020	2020.7342	AGR	FARMER						AGR			CVL	PEASANT						CVL			1	141	141	14	3	-6.5	8	1	8	0.22321428571428	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200928	http://www.visionmp.com/national/prez-gives-nod-to-3-contentious-farm-bills/
948989373	20200928	202009	2020	2020.7342	AGR	FARMER						AGR			IND	DELHI	IND								1	141	141	14	3	-6.5	2	1	2	0.22321428571428	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200928	http://www.visionmp.com/national/prez-gives-nod-to-3-contentious-farm-bills/
948989511	20200928	202009	2020	2020.7342	BUS	COMPANY						BUS													1	020	020	02	1	3.0	43	5	43	-0.108024843449546	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200928	https://www.hindustantimes.com/business-news/india-inc-explores-options-to-acquire-companies-abroad/story-cSgDeL5xhtcq1rRO2r3JHO.html
948989575	20200928	202009	2020	2020.7342	CHN	CHINA	CHN																		0	060	060	06	2	6.0	2	1	2	-1.80851063829788	4	Sichuan, Gansu, China	CH	CH15	35.1221	105.48	10650455	0							1	India	IN	IN	20	77	IN	20200928	https://www.lowyinstitute.org/the-interpreter/working-together-relief-can-stop-china-india-border-disaster
948989626	20200928	202009	2020	2020.7342	COP	POLICE						COP													0	0214	021	02	1	3.4	30	3	30	-10.4189033422416	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200928	http://www.visionmp.com/entertainment/payal-ghosh-questions-delay-in-arresting-anurag-kashyap/
948989629	20200928	202009	2020	2020.7342	COP	POLICE						COP													1	090	090	09	2	-2.0	56	8	56	-7.50727234717025	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200928	http://www.visionmp.com/entertainment/payal-ghosh-questions-delay-in-arresting-anurag-kashyap/
948989631	20200928	202009	2020	2020.7342	COP	POLICE						COP													1	173	173	17	4	-5.0	44	4	44	-11.3131874210608	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200928	http://www.visionmp.com/entertainment/payal-ghosh-questions-delay-in-arresting-anurag-kashyap/
948989632	20200928	202009	2020	2020.7342	COP	POLICE						COP													0	1821	182	18	4	-9.0	40	4	40	-10.5624044570358	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200928	http://www.visionmp.com/entertainment/payal-ghosh-questions-delay-in-arresting-anurag-kashyap/
948989647	20200928	202009	2020	2020.7342	CRM	DEALER						CRM													1	036	036	03	1	4.0	10	1	10	0	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200928	https://www.hindustantimes.com/delhi-news/4-days-14-000-applications-demand-for-hsrps-hots-up/story-wE8D2orI7mvFND8oP8DmwM.html
948989657	20200928	202009	2020	2020.7342	CVL	NEIGHBOURHOOD						CVL													1	020	020	02	1	3.0	30	3	30	-2.16270398973381	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200928	https://www.hindustantimes.com/delhi-news/join-drive-to-prevent-spread-of-dengue-kejriwal-to-rwas/story-gu7GE9CGeYBX07ktqsosaL.html
948989667	20200928	202009	2020	2020.7342	CVL	NEIGHBOURHOOD						CVL													1	051	051	05	1	3.4	10	1	10	0.92165898617511	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200928	https://www.hindustantimes.com/delhi-news/join-drive-to-prevent-spread-of-dengue-kejriwal-to-rwas/story-gu7GE9CGeYBX07ktqsosaL.html
948989670	20200928	202009	2020	2020.7342	CVL	POPULATION						CVL													1	071	071	07	2	7.4	10	1	10	-4.01785714285715	4	Barwani, Madhya Pradesh, India	IN	IN35	22.0333	74.9	-2090698	0							4	Barwani, Madhya Pradesh, India	IN	IN35	22.0333	74.9	-2090698	20200928	https://www.thehindubusinessline.com/world-news-day-2020/the-harvest-of-impactful-journalism/article32708572.ece
948989794	20200928	202009	2020	2020.7342	GBR	LONDON	GBR																		1	190	190	19	4	-10.0	6	1	6	-4.80769230769231	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	0							4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	20200928	https://www.reuters.com/article/us-health-coronavirus-britain-lockdown/british-ministers-prepare-for-social-lockdown-in-northern-britain-london-the-times-idUSKBN26I11S
948989831	20200928	202009	2020	2020.7342	GOV	CHIEF MINISTER						GOV													1	020	020	02	1	3.0	41	4	41	-1.36294946662877	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200928	https://www.hindustantimes.com/delhi-news/join-drive-to-prevent-spread-of-dengue-kejriwal-to-rwas/story-gu7GE9CGeYBX07ktqsosaL.html
948989842	20200928	202009	2020	2020.7342	GOV	CHIEF MINISTER						GOV													1	051	051	05	1	3.4	20	2	20	-2.14653247010263	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200928	https://www.hindustantimes.com/delhi-news/join-drive-to-prevent-spread-of-dengue-kejriwal-to-rwas/story-gu7GE9CGeYBX07ktqsosaL.html
948990111	20200928	202009	2020	2020.7342	MED	MEDIA						MED													1	051	051	05	1	3.4	7	2	7	2.55806495543265	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200928	https://www.hindustantimes.com/delhi-news/join-drive-to-prevent-spread-of-dengue-kejriwal-to-rwas/story-gu7GE9CGeYBX07ktqsosaL.html
948990165	20200928	202009	2020	2020.7342	NPL	NEPAL	NPL								MIL	MILITARY						MIL			0	060	060	06	2	6.0	10	1	10	-1.80851063829788	4	Kathmandu, Bagmati, Nepal	NP	NP01	27.7167	85.3167	-1022136	1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20200928	https://www.lowyinstitute.org/the-interpreter/working-together-relief-can-stop-china-india-border-disaster
948990593	20200928	202009	2020	2020.7342	USAGOV	NASA	USA					GOV			IND	DELHI	IND								0	130	130	13	3	-4.4	6	1	6	-8.59277708592777	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200928	https://www.hindustantimes.com/delhi-news/with-delhi-s-pollution-going-up-watchdog-begins-to-crack-whip/story-yXltRPA8nQTNQA7cxaSHCI.html
948991480	20200921	202009	2020	2020.7151											GOVEDU	HIGHER EDUCATION MINIST						GOV	EDU		1	046	046	04	1	7.0	2	1	2	0.8	0							4	Badrinath, Uttaranchal, India	IN	IN39	30.7333	79.4833	-2089496	4	Badrinath, Uttaranchal, India	IN	IN39	30.7333	79.4833	-2089496	20200928	https://timesofindia.indiatimes.com/india/uma-carried-on-with-yatra-despite-docs-covid-advice/articleshow/78355606.cms
948991481	20200921	202009	2020	2020.7151											GOVEDU	HIGHER EDUCATION MINIST						GOV	EDU		1	046	046	04	1	7.0	8	1	8	0.8	0							4	Haridwar, Uttaranchal, India	IN	IN39	29.9667	78.1667	-2097190	4	Badrinath, Uttaranchal, India	IN	IN39	30.7333	79.4833	-2089496	20200928	https://timesofindia.indiatimes.com/india/uma-carried-on-with-yatra-despite-docs-covid-advice/articleshow/78355606.cms
948991483	20200921	202009	2020	2020.7151	CHN	CHINA	CHN								MIL	ARMY						MIL			0	046	046	04	1	7.0	1	1	1	-1.41592920353982	4	Wuhan, Hubei, China	CH	CH12	30.5833	114.267	-1930776	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	20200928	https://frontline.thehindu.com/world-affairs/back-from-the-brink/article32648441.ece
948991484	20200921	202009	2020	2020.7151	CHN	CHINA	CHN								MIL	ARMY						MIL			0	046	046	04	1	7.0	1	1	1	-1.41592920353982	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	4	Pangong, India (general), India	IN	IN00	33.6214	78.6734	-1897937	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	20200928	https://frontline.thehindu.com/world-affairs/back-from-the-brink/article32648441.ece
948991486	20200921	202009	2020	2020.7151	MIL	MILITARY						MIL													0	164	164	16	4	-7.0	2	1	2	-1.41592920353982	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	0							4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	20200928	https://frontline.thehindu.com/world-affairs/back-from-the-brink/article32648441.ece
948991487	20200921	202009	2020	2020.7151	MIL	ARMY						MIL			CHN	CHINA	CHN								0	046	046	04	1	7.0	1	1	1	-1.41592920353982	4	Pangong, India (general), India	IN	IN00	33.6214	78.6734	-1897937	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	20200928	https://frontline.thehindu.com/world-affairs/back-from-the-brink/article32648441.ece
948991488	20200921	202009	2020	2020.7151	MIL	ARMY						MIL			CHN	CHINA	CHN								0	046	046	04	1	7.0	1	1	1	-1.41592920353982	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	4	Wuhan, Hubei, China	CH	CH12	30.5833	114.267	-1930776	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	20200928	https://frontline.thehindu.com/world-affairs/back-from-the-brink/article32648441.ece
948991526	20200928	202009	2020	2020.7342											EDU	STUDENT						EDU			1	020	020	02	1	3.0	40	1	30	-1.11306385471588	0							4	Pune, Maharashtra, India	IN	IN16	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	18.5333	73.8667	-2108361	20200928	https://punemirror.indiatimes.com/pune/civic/msrtc-buses-to-ferry-students-to-exam-centres/articleshow/78352595.cms
948991538	20200928	202009	2020	2020.7342											GOV	EXTERNAL AFFAIRS MINIST						GOV			1	042	042	04	1	1.9	32	4	32	-2.3960279354937	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200928	https://punemirror.indiatimes.com/news/india/a-gentleman-from-a-bygone-era/articleshow/78352345.cms
948991552	20200928	202009	2020	2020.7342											GOVMIL	DEFENCE MINIST						GOV	MIL		0	040	040	04	1	1.0	8	1	8	-1.41592920353982	0							4	Wuhan, Hubei, China	CH	CH12	30.5833	114.267	-1930776	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	20200928	https://frontline.thehindu.com/world-affairs/back-from-the-brink/article32648441.ece
948991553	20200928	202009	2020	2020.7342											GOVMIL	DEFENCE MINIST						GOV	MIL		0	040	040	04	1	1.0	2	1	2	-1.41592920353982	0							4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	20200928	https://frontline.thehindu.com/world-affairs/back-from-the-brink/article32648441.ece
948991560	20200928	202009	2020	2020.7342											HLHGOV	HOSPITAL						HLH	GOV		0	040	040	04	1	1.0	10	1	10	-1.40485312899106	0							4	Pune, Maharashtra, India	IN	IN16	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	18.5333	73.8667	-2108361	20200928	https://punemirror.indiatimes.com/pune/civic/bed-availability-for-covid-patients-is-getting-better/articleshow/78352946.cms
948991562	20200928	202009	2020	2020.7342											IND	PUNE	IND								1	036	036	03	1	4.0	8	1	8	0	0							4	Pune, Maharashtra, India	IN	IN16	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	18.5333	73.8667	-2108361	20200928	https://punemirror.indiatimes.com/pune/civic/msrtc-buses-to-ferry-students-to-exam-centres/articleshow/78352595.cms
948991563	20200928	202009	2020	2020.7342											IND	CHENNAI	IND								0	042	042	04	1	1.9	1	1	1	-4.11639460610362	0							4	Jodhpur, Rajasthan, India	IN	IN24	26.2867	73.03	-2098686	4	Jodhpur, Rajasthan, India	IN	IN24	26.2867	73.03	-2098686	20200928	https://punemirror.indiatimes.com/news/india/a-gentleman-from-a-bygone-era/articleshow/78352345.cms
948991564	20200928	202009	2020	2020.7342											IND	CHENNAI	IND								0	042	042	04	1	1.9	2	1	2	-4.11639460610362	0							4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	13.0833	80.2833	-2103041	20200928	https://punemirror.indiatimes.com/news/india/a-gentleman-from-a-bygone-era/articleshow/78352345.cms
948991565	20200928	202009	2020	2020.7342											IND	DELHI	IND								1	043	043	04	1	2.8	62	9	62	-0.356898793690804	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200928	https://punemirror.indiatimes.com/news/india/a-gentleman-from-a-bygone-era/articleshow/78352345.cms
948991566	20200928	202009	2020	2020.7342											IND	DELHI	IND								0	043	043	04	1	2.8	2	1	2	-4.11639460610362	0							4	Jodhpur, Rajasthan, India	IN	IN24	26.2867	73.03	-2098686	4	Jodhpur, Rajasthan, India	IN	IN24	26.2867	73.03	-2098686	20200928	https://punemirror.indiatimes.com/news/india/a-gentleman-from-a-bygone-era/articleshow/78352345.cms
948991567	20200928	202009	2020	2020.7342											IND	PUNE	IND								1	090	090	09	2	-2.0	8	1	8	0	0							4	Pune, Maharashtra, India	IN	IN16	18.5333	73.8667	-2108361	4	Pune, Maharashtra, India	IN	IN16	18.5333	73.8667	-2108361	20200928	https://punemirror.indiatimes.com/pune/civic/msrtc-buses-to-ferry-students-to-exam-centres/articleshow/78352595.cms
