946089734	20200912	202009	2020	2020.6904											BUS	COMPANY						BUS			1	060	060	06	2	6.0	10	1	10	-4.375	0							4	Vadodara, Gujarat, India	IN	IN09	22.3	73.2	-2114049	4	Vadodara, Gujarat, India	IN	IN09	22.3	73.2	-2114049	20200912	https://timesofindia.indiatimes.com/city/vadodara/mayfair-leisures-directors-booked-for-rs-54cr-bank-fraud/articleshow/78064772.cms
946089778	20200912	202009	2020	2020.6904											CVL	VILLAGE						CVL			1	042	042	04	1	1.9	4	1	4	-1.97368421052632	0							4	Vadodara, Gujarat, India	IN	IN09	22.3	73.2	-2114049	4	Vadodara, Gujarat, India	IN	IN09	22.3	73.2	-2114049	20200912	https://timesofindia.indiatimes.com/city/vadodara/six-loot-a-woman-her-nephew/articleshow/78064876.cms
946089813	20200912	202009	2020	2020.6904											ELI	ACTOR						ELI			1	020	020	02	1	3.0	16	2	16	-0.766349330977855	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200912	https://www.siasat.com/pooja-bhatt-terms-like-small-time-actors-being-used-to-degrade-people-1971665/
946089814	20200912	202009	2020	2020.6904											ELI	ACTOR						ELI			1	190	190	19	4	-10.0	54	9	54	-3.02918327593347	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200912	https://www.washingtonpost.com/opinions/2020/09/11/rhea-chakrabortys-saga-is-lesson-how-india-loves-hate-women/
946089891	20200912	202009	2020	2020.6904											IND	BIHAR	IND								1	036	036	03	1	4.0	6	1	6	0.928792569659441	0							4	Bihar, Bihar, India	IN	IN34	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	25.1833	85.5167	-2091797	20200912	https://www.siasat.com/modi-to-announce-3-more-gifts-for-bihar-this-sunday-1971683/
946089922	20200912	202009	2020	2020.6904											MED	TELEVISION						MED			0	042	042	04	1	1.9	9	2	9	-5.11510629522703	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200912	https://www.washingtonpost.com/opinions/2020/09/11/rhea-chakrabortys-saga-is-lesson-how-india-loves-hate-women/
946089926	20200912	202009	2020	2020.6904											MED	TELEVISION						MED			0	190	190	19	4	-10.0	20	1	10	-6.04026845637584	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200912	https://www.washingtonpost.com/opinions/2020/09/11/rhea-chakrabortys-saga-is-lesson-how-india-loves-hate-women/
946089955	20200912	202009	2020	2020.6904											NGOUSAJEW	AMIT	USA			JEW		NGO			0	173	173	17	4	-5.0	8	1	8	-2.16919739696313	0							4	Vadodara, Gujarat, India	IN	IN09	22.3	73.2	-2114049	4	Vadodara, Gujarat, India	IN	IN09	22.3	73.2	-2114049	20200912	https://indianexpress.com/article/india/vadodara-cbi-files-case-against-firm-promoted-by-bhatnagar-family-6592695/
946090280	20200912	202009	2020	2020.6904	BUS	EMPLOYER						BUS													1	010	010	01	1	0.0	14	2	14	-4.84782601662315	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200912	https://indianexpress.com/article/cities/delhi/delhi-heading-home-after-work-cyclist-run-over-6592696/
946090281	20200912	202009	2020	2020.6904	BUS	EMPLOYER						BUS													1	010	010	01	1	0.0	6	1	6	-5.50621669626998	4	Faridabad, Haryana, India	IN	IN10	28.4333	77.3167	-2095578	0							4	Faridabad, Haryana, India	IN	IN10	28.4333	77.3167	-2095578	20200912	https://indianexpress.com/article/cities/delhi/delhi-heading-home-after-work-cyclist-run-over-6592696/
946090283	20200912	202009	2020	2020.6904	BUS	INDUSTRY						BUS													1	010	010	01	1	0.0	55	6	55	1.00140268220392	1	India	IN	IN	20	77	IN	0							1	India	IN	IN	20	77	IN	20200912	https://www.prnewswire.com/news-releases/global-ferro-alloy-producer-and-trader-directory-2020-301128265.html
946090294	20200912	202009	2020	2020.6904	BUS	BANK						BUS													1	020	020	02	1	3.0	5	1	5	-2.16919739696313	4	Vadodara, Gujarat, India	IN	IN09	22.3	73.2	-2114049	0							4	Vadodara, Gujarat, India	IN	IN09	22.3	73.2	-2114049	20200912	https://indianexpress.com/article/india/vadodara-cbi-files-case-against-firm-promoted-by-bhatnagar-family-6592695/
946090445	20200912	202009	2020	2020.6904	CHNGOV	CHINA	CHN					GOV			CHN	CHINA	CHN								0	014	014	01	1	0.0	1	1	1	-2.72727272727272	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	20200912	http://voiceofvienna.org/2020/09/12/india-china-differences-remain-despite-five-point-consensus-on-easing-tensions/
946090446	20200912	202009	2020	2020.6904	CHNGOV	CHINESE	CHN					GOV			CHN	CHINA	CHN								0	120	120	12	3	-4.0	2	1	2	-2.72727272727272	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	20200912	http://voiceofvienna.org/2020/09/12/india-china-differences-remain-despite-five-point-consensus-on-easing-tensions/
946090447	20200912	202009	2020	2020.6904	CHNGOV	CHINA	CHN					GOV			CHN	CHINA	CHN								0	120	120	12	3	-4.0	1	1	1	-2.72727272727272	4	Shanghai, Shanghai, China	CH	CH23	31.2222	121.458	-1924465	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	4	Ladakh, Jammu and Kashmir, India	IN	IN12	34.5	77.5	-2102224	20200912	http://voiceofvienna.org/2020/09/12/india-china-differences-remain-despite-five-point-consensus-on-easing-tensions/
946090484	20200912	202009	2020	2020.6904	COP	PRISON						COP													1	010	010	01	1	0.0	22	5	22	-7.378697137894	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200912	https://www.washingtonpost.com/opinions/2020/09/11/rhea-chakrabortys-saga-is-lesson-how-india-loves-hate-women/
946090513	20200912	202009	2020	2020.6904	COP	POLICE						COP													1	145	145	14	3	-7.5	10	1	10	-1.97368421052632	4	Vadodara, Gujarat, India	IN	IN09	22.3	73.2	-2114049	0							4	Vadodara, Gujarat, India	IN	IN09	22.3	73.2	-2114049	20200912	https://timesofindia.indiatimes.com/city/vadodara/six-loot-a-woman-her-nephew/articleshow/78064876.cms
946090524	20200912	202009	2020	2020.6904	COP	POLICE						COP													1	190	190	19	4	-10.0	8	1	8	-1.50375939849624	4	Fatehpura, Gujarat, India	IN	IN09	23.25	74.0333	-2095625	0							4	Fatehpura, Gujarat, India	IN	IN09	23.25	74.0333	-2095625	20200912	https://timesofindia.indiatimes.com/city/vadodara/marijuana-plantation-raided-in-dahod/articleshow/78064820.cms
946090677	20200912	202009	2020	2020.6904	CVL	VILLAGE						CVL													1	043	043	04	1	2.8	4	1	4	-1.97368421052632	4	Vadodara, Gujarat, India	IN	IN09	22.3	73.2	-2114049	0							4	Vadodara, Gujarat, India	IN	IN09	22.3	73.2	-2114049	20200912	https://timesofindia.indiatimes.com/city/vadodara/six-loot-a-woman-her-nephew/articleshow/78064876.cms
946090680	20200912	202009	2020	2020.6904	CVL	COMMUNITY						CVL													1	051	051	05	1	3.4	10	1	10	1.85185185185185	4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	0							4	Bengaluru, Karnataka, India	IN	IN19	12.9833	77.5833	-2090174	20200912	https://www.siasat.com/bluru-gets-indias-first-on-airport-public-bonded-warehouse-1971662/
946090853	20200912	202009	2020	2020.6904	EDU	UNIVERSITY						EDU			IND	DELHI	IND								1	013	013	01	1	0.4	6	2	6	0.57471264367816	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200912	https://indianexpress.com/article/cities/delhi/du-tells-court-it-can-work-out-a-system-for-those-going-abroad-6592693/
946090854	20200912	202009	2020	2020.6904	EDU	UNIVERSITY						EDU			JUD	HIGH COURT						JUD			1	010	010	01	1	0.0	16	3	16	0.88835155592935	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200912	https://indianexpress.com/article/cities/delhi/du-tells-court-it-can-work-out-a-system-for-those-going-abroad-6592693/
946090901	20200912	202009	2020	2020.6904	ELI	ACTOR						ELI													1	110	110	11	3	-2.0	10	1	10	0.72463768115942	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200912	https://www.siasat.com/pooja-bhatt-terms-like-small-time-actors-being-used-to-degrade-people-1971665/
946091018	20200912	202009	2020	2020.6904	GOV	PRIME MINISTER						GOV													1	010	010	01	1	0.0	10	1	10	-4.88958990536277	4	Jammu, Jammu and Kashmir, India	IN	IN12	32.7333	74.8667	-2098228	0							4	Jammu, Jammu and Kashmir, India	IN	IN12	32.7333	74.8667	-2098228	20200912	http://voiceofvienna.org/2020/09/12/the-kashmir-challenge/
