949377340	20200831	202008	2020	2020.6603											COP	POLICE						COP			1	173	173	17	4	-5.0	2	1	2	-9.54446854663775	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200930	https://indianexpress.com/article/cities/mumbai/bandra-court-discharges-12-indonesian-nationals-6638934/
949377459	20200930	202009	2020	2020.7397											COP	POLICE						COP			1	190	190	19	4	-10.0	6	1	6	-3.14285714285715	0							4	Amboli, Maharashtra, India	IN	IN16	17.7167	73.55	-2088667	4	Amboli, Maharashtra, India	IN	IN16	17.7167	73.55	-2088667	20200930	https://indianexpress.com/article/cities/mumbai/aspiring-actor-akshat-utkarsh-found-dead-in-andheri-home-6638259/
949377460	20200930	202009	2020	2020.7397											COP	POLICE						COP			1	190	190	19	4	-10.0	1	1	1	-3.14285714285715	0							4	Amboli, Maharashtra, India	IN	IN16	17.7167	73.55	-2088667	4	Andheri, Maharashtra, India	IN	IN16	19.1167	72.8333	-2088871	20200930	https://indianexpress.com/article/cities/mumbai/aspiring-actor-akshat-utkarsh-found-dead-in-andheri-home-6638259/
949377461	20200930	202009	2020	2020.7397											COP	POLICE						COP			1	190	190	19	4	-10.0	1	1	1	-3.14285714285715	0							4	Andheri, Maharashtra, India	IN	IN16	19.1167	72.8333	-2088871	4	Andheri, Maharashtra, India	IN	IN16	19.1167	72.8333	-2088871	20200930	https://indianexpress.com/article/cities/mumbai/aspiring-actor-akshat-utkarsh-found-dead-in-andheri-home-6638259/
949377479	20200930	202009	2020	2020.7397											CVL	VILLAGE						CVL			0	043	043	04	1	2.8	10	1	10	0.61287027579163	0							1	India	IN	IN	20	77	IN	1	India	IN	IN	20	77	IN	20200930	https://www.irishtimes.com/opinion/bill-gates-a-three-part-plan-to-eliminate-covid-19-1.4367557
949377585	20200930	202009	2020	2020.7397											GOVMIL	DEFENCE MINIST						GOV	MIL		1	020	020	02	1	3.0	5	1	5	5.625	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20200930	https://indianexpress.com/article/india/rajnath-singh-launches-initiative-to-encourage-innovation-among-soldiers-6638241/
949377595	20200930	202009	2020	2020.7397											IND	MUMBAI	IND								0	036	036	03	1	4.0	3	1	3	-9.54446854663775	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200930	https://indianexpress.com/article/cities/mumbai/bandra-court-discharges-12-indonesian-nationals-6638934/
949377596	20200930	202009	2020	2020.7397											IND	MUMBAI	IND								1	042	042	04	1	1.9	2	1	2	-9.54446854663775	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200930	https://indianexpress.com/article/cities/mumbai/bandra-court-discharges-12-indonesian-nationals-6638934/
949377597	20200930	202009	2020	2020.7397											IND	DELHI	IND								1	042	042	04	1	1.9	94	20	90	-3.07285877695294	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200930	https://indianexpress.com/article/cities/mumbai/bandra-court-discharges-12-indonesian-nationals-6638934/
949377598	20200930	202009	2020	2020.7397											IND	DELHI	IND								1	043	043	04	1	2.8	2	1	2	-9.54446854663775	0							4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	28.6667	77.2167	-2094230	20200930	https://indianexpress.com/article/cities/mumbai/bandra-court-discharges-12-indonesian-nationals-6638934/
949377627	20200930	202009	2020	2020.7397											JUD	LAWYER						JUD			0	0841	084	08	2	7.0	10	1	10	-6.38586956521739	0							4	Bombay, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Bombay, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200930	https://indianexpress.com/article/cities/mumbai/crime-worse-than-murder-or-culpable-homicide-case-should-be-lesson-ncb-on-bail-pleas-of-rhea-showik-6637690/
949377646	20200930	202009	2020	2020.7397											LEG	LEGISLATOR						LEG			1	040	040	04	1	1.0	4	1	4	-0.5730659025788	0							4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	4	Mumbai, Maharashtra, India	IN	IN16	18.975	72.8258	-2092174	20200930	https://indianexpress.com/article/cities/mumbai/funds-taken-away-to-fight-covid-senas-konkan-mlas-meet-uddhav-6639085/
